SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
FRANCES BRANDEN-PICKETT ELEMENTARY,22706 E VILLAGE LOOP,QUEEN CREEK,MARICOPA,85142,NO,,PUBLIC,72,84.7%,15.3%,100.0%,90.3%,9.7%,100.0%,86.1%,13.9%,100.0%,94.4%,5.6%,100.0%,76.4%,23.6%,100.0%,20.8%,0.0%,16.7%
FRANCES J WARREN ELEMENTARY SCHOOL,3505 W MILTON RD,TUCSON,PIMA,85746,YES,RN,PUBLIC,28,92.9%,0.0%,92.9%,92.9%,0.0%,92.9%,85.7%,0.0%,85.7%,92.9%,0.0%,92.9%,96.4%,0.0%,96.4%,0.0%,0.0%,0.0%
FRANCES OWEN HOLAWAY ELEMENTARY SCHOOL,3500 N CHERRY AVE,TUCSON,PIMA,85719,YES,RN,PUBLIC,32,90.6%,6.3%,100.0%,84.4%,6.3%,100.0%,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,6.3%,0.0%,3.1%
FRANK BORMAN MIDDLE SCHOOL,3637 N 55TH AVE,PHOENIX,MARICOPA,85031,NO,,PUBLIC,86,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,1.2%,1.2%,1.2%
FRANK ELEMENTARY SCHOOL,8409 S AVENIDA DEL YAQUI,GUADALUPE,MARICOPA,85283,YES,RN,PUBLIC,75,96.0%,2.7%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,2.7%,0.0%,2.7%
FRANKLIN ACCELERATED ACADEMY - DOWNTOWN CAMPUS,236 S SIRRINE,MESA,MARICOPA,85210,YES,RN,PUBLIC,55,83.6%,9.1%,94.5%,85.5%,9.1%,94.5%,87.3%,9.1%,96.4%,87.3%,9.1%,96.4%,89.1%,9.1%,98.2%,9.1%,0.0%,9.1%
FRANKLIN ACCELERATED ACADEMY - JORDAN CAMPUS,3320 N CARRIAGE LN,CHANDLER,MARICOPA,85224,YES,RN,PUBLIC,32,100.0%,0.0%,100.0%,96.9%,0.0%,96.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,3.1%,0.0%
FRANKLIN AT BRIMHALL ELEMENTARY SCHOOL,4949 E SOUTHERN RD,MESA,MARICOPA,85206,YES,RN,PUBLIC,126,85.7%,12.7%,100.0%,85.7%,12.7%,100.0%,88.1%,11.9%,100.0%,94.4%,5.6%,100.0%,95.2%,4.8%,100.0%,12.7%,1.6%,3.2%
FRANKLIN ELEMENTARY SCHOOL,1753 E 8TH AVE,MESA,MARICOPA,85204,YES,RN,PUBLIC,86,91.9%,8.1%,100.0%,94.2%,5.8%,100.0%,93.0%,5.8%,100.0%,93.0%,7.0%,100.0%,95.3%,4.7%,100.0%,10.5%,1.2%,3.5%
FRANKLIN PHONETIC PRIMARY SCHOOL,6116 E HIGHWAY 69,PRESCOTT VALLEY,YAVAPAI,86314,NO,,CHARTER,30,83.3%,13.3%,100.0%,83.3%,13.3%,100.0%,70.0%,13.3%,96.7%,86.7%,13.3%,100.0%,80.0%,13.3%,93.3%,13.3%,0.0%,13.3%
FRANKLIN PHONETIC PRIMARY SCHOOL SUNNYSLOPE,9317 N 2ND ST,PHOENIX,MARICOPA,85020,NO,,CHARTER,<20,92.3%,7.7%,100.0%,92.3%,7.7%,100.0%,69.2%,7.7%,100.0%,92.3%,7.7%,100.0%,92.3%,7.7%,100.0%,7.7%,0.0%,7.7%
FREEDOM ACADEMY - E PARADISE LN,3916 E PARADISE LN,PHOENIX,MARICOPA,85032,YES,RN,CHARTER,20,75.0%,25.0%,100.0%,75.0%,25.0%,100.0%,75.0%,25.0%,100.0%,70.0%,30.0%,100.0%,80.0%,20.0%,100.0%,35.0%,0.0%,20.0%
FREEDOM CHRISTIAN ACADEMY,11750 S MESA DRIVE,YUMA,YUMA,85367,NO,,PRIVATE,22,77.3%,22.7%,100.0%,77.3%,22.7%,100.0%,63.6%,36.4%,100.0%,77.3%,22.7%,100.0%,77.3%,22.7%,100.0%,31.8%,0.0%,22.7%
FREEDOM ELEMENTARY SCHOOL - 85326,22150 W. SUNDANCE PKWY S,BUCKEYE,MARICOPA,85326,YES,RN,PUBLIC,48,93.8%,4.2%,97.9%,89.6%,4.2%,93.8%,89.6%,4.2%,93.8%,95.8%,4.2%,100.0%,89.6%,4.2%,93.8%,4.2%,0.0%,4.2%
FREEDOM TRADITIONAL ACADEMY - 85374,16066 N. PARKVIEW PLACE,SURPRISE,MARICOPA,85374,YES,LPN,PUBLIC,68,89.7%,10.3%,100.0%,88.2%,11.8%,100.0%,88.2%,11.8%,100.0%,91.2%,8.8%,100.0%,91.2%,8.8%,100.0%,11.8%,0.0%,5.9%
FRUCHTHENDLER ELEMENTARY SCHOOL,7470 E CLOUD RD,TUCSON,PIMA,85750,YES,RN,PUBLIC,39,89.7%,7.7%,97.4%,89.7%,7.7%,97.4%,87.2%,10.3%,97.4%,92.3%,7.7%,100.0%,94.9%,5.1%,100.0%,12.8%,0.0%,5.1%
FRYE ELEMENTARY SCHOOL,801 E FRYE RD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,63,95.2%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
FULLER ELEMENTARY SCHOOL,1975 E CORNELL DR,TEMPE,MARICOPA,85283,YES,RN,PUBLIC,87,97.7%,1.1%,100.0%,97.7%,1.1%,100.0%,97.7%,2.3%,100.0%,97.7%,1.1%,100.0%,98.9%,1.1%,100.0%,2.3%,0.0%,1.1%
G FRANK DAVIDSON,6935 W OSBORN RD,PHOENIX,MARICOPA,85033,YES,LPN,PUBLIC,80,86.3%,0.0%,86.3%,86.3%,0.0%,86.3%,86.3%,0.0%,86.3%,86.3%,0.0%,86.3%,86.3%,0.0%,86.3%,2.5%,0.0%,2.5%
GADSDEN ELEMENTARY SCHOOL,18745 GADSDEN ST,GADSDEN,YUMA,85349,NO,,PUBLIC,50,98.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GALE ELEMENTARY SCHOOL,678 S GOLLOB RD,TUCSON,PIMA,85710,YES,RN,PUBLIC,44,97.7%,0.0%,100.0%,97.7%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GALLEGO BASIC ELEMENTARY SCHOOL,6200 S HEMISPHERE PL,TUCSON,PIMA,85706,YES,RN,PUBLIC,114,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,98.2%,1.8%,100.0%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,1.8%,0.0%,0.9%
GALVESTON ELEMENTARY SCHOOL,661 E GALVESTON ST,CHANDLER,MARICOPA,85225,NO,,PUBLIC,57,94.7%,3.5%,100.0%,96.5%,3.5%,100.0%,96.5%,3.5%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,3.5%,0.0%,1.8%
GANADO PRIMARY SCHOOL,HWY 264,GANADO,APACHE,86505,NO,,PUBLIC,58,96.6%,1.7%,100.0%,96.6%,1.7%,100.0%,96.6%,1.7%,100.0%,96.6%,1.7%,100.0%,96.6%,1.7%,98.3%,1.7%,1.7%,1.7%
GARDEN LAKES ELEMENTARY SCHOOL,10825 W GARDEN LAKES PKWY,AVONDALE,MARICOPA,85392,NO,,PUBLIC,101,86.1%,12.9%,100.0%,86.1%,12.9%,100.0%,86.1%,12.9%,99.0%,88.1%,10.9%,100.0%,90.1%,9.9%,100.0%,13.9%,0.0%,6.9%
GARFIELD SCHOOL,811 N 13TH ST,PHOENIX,MARICOPA,85006,YES,RN,PUBLIC,45,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,95.6%,0.0%,97.8%,100.0%,0.0%,100.0%,97.8%,0.0%,97.8%,0.0%,0.0%,0.0%
GARY A KNOX ELEMENTARY,2926 S 21ST DR,YUMA,YUMA,85364,NO,,PUBLIC,62,79.0%,0.0%,79.0%,82.3%,0.0%,82.3%,82.3%,0.0%,82.3%,96.8%,0.0%,96.8%,95.2%,0.0%,95.2%,0.0%,0.0%,0.0%
GATEWAY POINTE ELEMENTARY,2069 S DELATORRE DR,HIGLEY,MARICOPA,85236,NO,,PUBLIC,109,91.7%,8.3%,100.0%,93.6%,6.4%,100.0%,91.7%,7.3%,100.0%,93.6%,6.4%,100.0%,95.4%,4.6%,100.0%,9.2%,0.9%,3.7%
GATEWAY POLYTECHNIC ACADEMY,5149 S SIGNAL BUTTE RD,MESA,MARICOPA,85212,NO,,PUBLIC,101,88.1%,11.9%,100.0%,91.1%,8.9%,100.0%,86.1%,13.9%,100.0%,91.1%,8.9%,100.0%,100.0%,0.0%,100.0%,13.9%,1.0%,10.9%
GATEWAY SCHOOL,1100 N 35TH ST,PHOENIX,MARICOPA,85008,YES,RN,PUBLIC,46,87.0%,0.0%,87.0%,89.1%,0.0%,89.1%,82.6%,0.0%,82.6%,93.5%,0.0%,93.5%,93.5%,0.0%,93.5%,0.0%,0.0%,0.0%
GAVILAN PEAK ELEMENTARY,2701 W MEMORIAL DR,ANTHEM,MARICOPA,85086,YES,RN,PUBLIC,34,88.2%,11.8%,100.0%,88.2%,11.8%,100.0%,88.2%,11.8%,100.0%,91.2%,8.8%,100.0%,91.2%,8.8%,100.0%,17.6%,0.0%,5.9%
GEORGE WASHINGTON ACADEMY,1945 S 1ST EAST,SNOWFLAKE,NAVAJO,85937,NO,,CHARTER,22,45.5%,18.2%,63.6%,45.5%,18.2%,63.6%,50.0%,18.2%,68.2%,68.2%,18.2%,86.4%,63.6%,18.2%,81.8%,18.2%,0.0%,18.2%
GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,1341 5TH ST,YUMA,YUMA,85364,YES,RN,PUBLIC,44,90.9%,0.0%,90.9%,95.5%,0.0%,95.5%,93.2%,0.0%,93.2%,93.2%,0.0%,93.2%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GILA BEND ELEMENTARY SCHOOL,308 N MARTIN AVE,GILA BEND,MARICOPA,85337,NO,,CHARTER,35,85.7%,0.0%,100.0%,85.7%,0.0%,100.0%,85.7%,0.0%,100.0%,94.3%,0.0%,100.0%,94.3%,0.0%,94.3%,0.0%,0.0%,0.0%
GILA CROSSING COMMUNITY SCHOOL,4665 W PECOS RD,LAVEEN,MARICOPA,85339,YES,RN,PUBLIC,48,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GILBERT CHRISTIAN ELEMENTARY & MIDDLE SCHOOL,1424 S PROMENADE LN,GILBERT,MARICOPA,85296,NO,,PRIVATE,55,70.9%,29.1%,100.0%,72.7%,27.3%,100.0%,58.2%,41.8%,100.0%,70.9%,29.1%,100.0%,76.4%,23.6%,100.0%,41.8%,0.0%,23.6%
GILBERT CHRISTIAN SCHOOLS - GREENFIELD,4341 S. GREENFIELD RD,GILBERT,MARICOPA,85297,NO,,PRIVATE,66,60.6%,39.4%,100.0%,62.1%,37.9%,100.0%,59.1%,40.9%,100.0%,75.8%,24.2%,100.0%,77.3%,22.7%,100.0%,40.9%,0.0%,22.7%
GILBERT CHRISTIAN SCHOOLS - VAL VISTA,22201 S VAL VISTA DR.,GLBERT,MARICOPA,85298,NO,,PRIVATE,72,59.7%,40.3%,100.0%,59.7%,40.3%,100.0%,47.2%,52.8%,100.0%,52.8%,47.2%,100.0%,56.9%,43.1%,100.0%,52.8%,0.0%,40.3%
GILBERT ELEMENTARY SCHOOL,175 W ELLIOT RD,GILBERT,MARICOPA,85233,YES,RN,PUBLIC,84,97.6%,2.4%,100.0%,96.4%,3.6%,100.0%,96.4%,2.4%,100.0%,96.4%,2.4%,100.0%,98.8%,1.2%,100.0%,3.6%,0.0%,3.6%
GLADDEN FARMS ELEMENTARY SCHOOL,11745 W GLADDEN FARMS DR.,MARANA,PIMA,85653,NO,,PUBLIC,91,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,96.7%,0.0%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,3.3%,0.0%,3.3%
GLENDALE LANDMARK MIDDLE SCHOOL,5730 W MYRTLE AVE,GLENDALE,MARICOPA,85301,YES,LPN,PUBLIC,63,42.9%,4.8%,47.6%,47.6%,4.8%,52.4%,46.0%,4.8%,50.8%,55.6%,4.8%,60.3%,60.3%,4.8%,65.1%,4.8%,4.8%,4.8%
GLENN F BURTON SCHOOL,4801 W MARYLAND AVE,GLENDALE,MARICOPA,85301,NO,,PUBLIC,54,94.4%,1.9%,96.3%,96.3%,1.9%,98.1%,96.3%,1.9%,98.1%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,1.9%,0.0%,1.9%
GLENN L DOWNS SCHOOL,3611 N 47TH AVE,PHOENIX,MARICOPA,85031,YES,RN,PUBLIC,63,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.4%,1.6%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,1.6%,0.0%
GLENVIEW ADVENTIST SCHOOL,6801 N 43RD AVE,PHOENIX,MARICOPA,85019,NO,,PRIVATE,<20,66.7%,5.6%,72.2%,38.9%,5.6%,44.4%,38.9%,5.6%,44.4%,72.2%,5.6%,77.8%,61.1%,5.6%,66.7%,5.6%,0.0%,5.6%
GLOBAL ACADEMY OF PHOENIX,4432 W MARYLAND AVE,PHOENIX,MARICOPA,85301,YES,LPN,PUBLIC,43,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,95.3%,4.7%,100.0%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,4.7%,0.0%,2.3%
GOWAN SCIENCE ACADEMY,1020 S AVENUE C,YUMA,YUMA,85364,YES,LPN,PUBLIC,89,94.4%,5.6%,100.0%,95.5%,4.5%,100.0%,94.4%,5.6%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,4.5%,0.0%,1.1%
GRACE CHRISTIAN ACADEMY,1200 E SOUTHERN AVE,TEMPE,MARICOPA,85282,YES,RN,PRIVATE,47,63.8%,36.2%,100.0%,63.8%,36.2%,100.0%,66.0%,34.0%,100.0%,72.3%,27.7%,100.0%,74.5%,25.5%,100.0%,34.0%,0.0%,27.7%
GRACE LUTHERAN SCHOOL,5600 W PALMAIRE AVE,GLENDALE,MARICOPA,85301,NO,,PRIVATE,20,80.0%,20.0%,100.0%,80.0%,20.0%,100.0%,80.0%,20.0%,100.0%,80.0%,20.0%,100.0%,80.0%,20.0%,100.0%,20.0%,0.0%,20.0%
GRANADA PRIMARY SCHOOL,3232 W CAMPBELL AVE,PHOENIX,MARICOPA,85017,NO,,PUBLIC,165,93.3%,2.4%,97.0%,93.3%,2.4%,98.8%,95.8%,2.4%,98.2%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,2.4%,0.0%,2.4%
GRAND CANYON ELEMENTARY,1 BOULDER ST,GRAND CANYON,COCONINO,86023,NO,,PUBLIC,<20,82.4%,11.8%,94.1%,88.2%,11.8%,100.0%,82.4%,11.8%,94.1%,88.2%,11.8%,100.0%,88.2%,11.8%,100.0%,11.8%,0.0%,11.8%
GRANVILLE ELEMENTARY,5350 STOVER DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,64,85.9%,14.1%,100.0%,84.4%,15.6%,100.0%,84.4%,15.6%,100.0%,85.9%,14.1%,100.0%,84.4%,15.6%,100.0%,15.6%,0.0%,14.1%
GRAYHAWK ELEMENTARY SCHOOL,7525 E GRAYHAWK DR,SCOTTSDALE,MARICOPA,85255,YES,RN,PUBLIC,29,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,89.7%,10.3%,100.0%,96.6%,3.4%,100.0%,93.1%,6.9%,100.0%,10.3%,0.0%,6.9%
GREAT EXPECTATIONS ACADEMY,1466 W CAMINO ANTIGUA,SAHUARITA,PIMA,85629,NO,,CHARTER,<20,83.3%,16.7%,100.0%,83.3%,16.7%,100.0%,88.9%,11.1%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,16.7%,0.0%,0.0%
GREAT HEART ACADEMIES ARCHWAY CICERO,7205 N PIMA RD,SCOTTSDALE,MARICOPA,85258,YES,RN,CHARTER,65,70.8%,29.2%,100.0%,69.2%,30.8%,100.0%,70.8%,29.2%,100.0%,76.9%,23.1%,100.0%,78.5%,21.5%,100.0%,30.8%,0.0%,18.5%
GREAT HEART ACADEMIES ARCHWAY LINCOLN,2250 S GILBERT RD,CHANDLER,MARICOPA,85286,YES,RN,CHARTER,106,91.5%,8.5%,100.0%,91.5%,8.5%,100.0%,90.6%,9.4%,100.0%,92.5%,7.5%,100.0%,93.4%,6.6%,100.0%,10.4%,0.0%,8.5%
GREAT HEARTS ACADEMIES - ARCHWAY ARETE GILBERT,4525 E BASELINE RD,MESA,MARICOPA,85234,YES,RN,CHARTER,89,86.5%,13.5%,100.0%,86.5%,13.5%,100.0%,88.8%,11.2%,100.0%,88.8%,11.2%,100.0%,91.0%,9.0%,100.0%,15.7%,1.1%,6.7%
GREAT HEARTS ACADEMIES - ARCHWAY CLASSICAL ACADEMY TRIVIUM WEST,2001 N BULLARD AVE,GOODYEAR,MARICOPA,85395,YES,RN,CHARTER,144,84.7%,14.6%,100.0%,84.7%,15.3%,100.0%,85.4%,14.6%,100.0%,88.2%,11.8%,100.0%,88.9%,11.1%,100.0%,15.3%,0.0%,10.4%
GREAT HEARTS ACADEMIES - ARCHWAY NORTH PHOENIX,14100 N 32ND ST,PHOENIX,MARICOPA,85032,YES,RN,CHARTER,117,84.6%,15.4%,100.0%,84.6%,15.4%,100.0%,84.6%,15.4%,100.0%,86.3%,13.7%,100.0%,88.9%,11.1%,100.0%,17.9%,0.0%,8.5%
GREAT HEARTS ACADEMIES - ARCHWAY VERITAS,3102 N. 56TH ST,PHOENIX,MARICOPA,85018,YES,RN,CHARTER,117,87.2%,12.8%,100.0%,85.5%,14.5%,100.0%,84.6%,15.4%,100.0%,94.0%,6.0%,100.0%,94.0%,6.0%,100.0%,16.2%,0.0%,4.3%
GREAT HEARTS ANTHEM,3950 WEST ARROYO NORTE DRIVE,ANTHEM,MARICOPA,85087,YES,RN,CHARTER,81,75.3%,24.7%,100.0%,77.8%,22.2%,100.0%,76.5%,23.5%,100.0%,84.0%,16.0%,100.0%,85.2%,14.8%,100.0%,27.2%,0.0%,16.0%
GREAT HEARTS ONLINE - ARIZONA,4801 E WASHINGTON ST.,PHOENIX,MARICOPA,85034,NO,,CHARTER,<20,35.7%,42.9%,78.6%,35.7%,42.9%,78.6%,35.7%,42.9%,78.6%,50.0%,42.9%,92.9%,50.0%,42.9%,92.9%,42.9%,0.0%,35.7%
GREAT HEARTS ROOSEVELT,555 SOUTH JACKRABBIT TRAIL,BUCKEYE,MARICOPA,85326,YES,RN,CHARTER,121,86.0%,14.0%,100.0%,84.3%,15.7%,100.0%,85.1%,14.9%,100.0%,89.3%,10.7%,100.0%,89.3%,10.7%,100.0%,16.5%,0.0%,3.3%
GREENBRIER ELEMENTARY SCHOOL,6150 W GREENBRIER DR,GLENDALE,MARICOPA,85308,YES,LPN,PUBLIC,48,95.8%,0.0%,95.8%,91.7%,6.3%,97.9%,87.5%,10.4%,97.9%,91.7%,4.2%,95.8%,95.8%,4.2%,100.0%,8.3%,0.0%,4.2%
GREENFIELD ELEMENTARY SCHOOL,2550 E ELLIOT RD,GILBERT,MARICOPA,85234,YES,RN,PUBLIC,102,95.1%,4.9%,100.0%,92.2%,7.8%,100.0%,89.2%,10.8%,100.0%,93.1%,6.9%,100.0%,94.1%,5.9%,100.0%,12.7%,0.0%,5.9%
GREENWAY ACADEMY,19250 N 35TH AVE,GLENDALE,MARICOPA,85308,NO,,PRIVATE,<20,81.8%,18.2%,100.0%,72.7%,27.3%,100.0%,81.8%,18.2%,100.0%,81.8%,18.2%,100.0%,81.8%,18.2%,100.0%,27.3%,9.1%,18.2%
GRIFFITH ELEMENTARY SCHOOL,4505 E PALM LN,PHOENIX,MARICOPA,85008,NO,,PUBLIC,68,44.1%,22.1%,92.6%,38.2%,26.5%,82.4%,44.1%,14.7%,79.4%,47.1%,17.6%,82.4%,66.2%,17.6%,83.8%,29.4%,0.0%,22.1%
H L SUVERKRUP ELEMENTARY SCHOOL,1590 S AVENUE C,YUMA,YUMA,85364,NO,,PUBLIC,56,96.4%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,1.8%,0.0%,1.8%
HALE ELEMENTARY SCHOOL,1425 N 23RD ST,MESA,MARICOPA,85213,YES,RN,PUBLIC,53,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,1.9%,0.0%,1.9%
HALEY ELEMENTARY,3401 S LAYTON LAKES,CHANDLER,MARICOPA,85286,NO,,PUBLIC,68,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,95.6%,4.4%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,4.4%,0.0%,0.0%
HAPPY VALLEY SCHOOL - EAST CAMPUS,266 E WESTBROOKE RD.,SAN TAN VALLEY,PINAL,85140,NO,,CHARTER,67,85.1%,14.9%,100.0%,86.6%,13.4%,100.0%,83.6%,16.4%,100.0%,86.6%,13.4%,100.0%,85.1%,14.9%,100.0%,17.9%,0.0%,13.4%
HAPPY VALLEY SCHOOL - PEORIA,7140 W HAPPY VALLEY RD,PEORIA,MARICOPA,85383,YES,LPN,CHARTER,85,77.6%,22.4%,100.0%,78.8%,21.2%,100.0%,77.6%,22.4%,100.0%,81.2%,18.8%,100.0%,82.4%,17.6%,100.0%,22.4%,0.0%,17.6%
HAROLD STEELE ELEMENTARY SCHOOL,700 S SARNOFF DR,TUCSON,PIMA,85710,YES,RN,PUBLIC,21,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
HAROLD W SMITH SCHOOL,6534 N 63RD AVE,GLENDALE,MARICOPA,85301,YES,RN,PUBLIC,72,83.3%,0.0%,86.1%,86.1%,0.0%,88.9%,87.5%,0.0%,90.3%,88.9%,0.0%,91.7%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
HARRIET JOHNSON PRIMARY SCHOOL,6060 S JOSEPH AVE,TUCSON,PIMA,85757,YES,RN,PUBLIC,65,96.9%,0.0%,98.5%,96.9%,0.0%,98.5%,98.5%,0.0%,98.5%,98.5%,0.0%,98.5%,98.5%,0.0%,98.5%,0.0%,0.0%,0.0%
HARRIS ELEMENTARY SCHOOL,1820 S HARRIS DR,MESA,MARICOPA,85204,YES,RN,PUBLIC,57,89.5%,8.8%,100.0%,91.2%,8.8%,100.0%,91.2%,7.0%,98.2%,93.0%,5.3%,98.2%,94.7%,5.3%,100.0%,8.8%,0.0%,3.5%
HARTFORD SYLVIA ENCINAS ELEMENTARY SCHOOL,700 N HARTFORD ST,CHANDLER,MARICOPA,85225,NO,,PUBLIC,86,91.9%,7.0%,98.8%,91.9%,7.0%,98.8%,90.7%,8.1%,98.8%,94.2%,5.8%,100.0%,95.3%,4.7%,100.0%,9.3%,0.0%,0.0%
HARVEST PREPARATORY ACADEMY - SAN LUIS,1044 N 10TH AVE,SAN LUIS,YUMA,85349,NO,,CHARTER,53,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
HARVEST PREPARATORY ACADEMY - YUMA,350 E 18TH ST,YUMA,YUMA,85364,NO,,CHARTER,101,99.0%,1.0%,100.0%,99.0%,1.0%,100.0%,99.0%,1.0%,100.0%,99.0%,1.0%,100.0%,99.0%,1.0%,100.0%,1.0%,0.0%,1.0%
HASSAYAMPA ELEMENTARY SCHOOL,195 E COCONINO ST.,WICKENBURG,MARICOPA,85390,YES,RN,PUBLIC,41,75.6%,7.3%,100.0%,78.0%,7.3%,100.0%,73.2%,7.3%,100.0%,85.4%,7.3%,100.0%,90.2%,7.3%,97.6%,7.3%,0.0%,7.3%
HAVASU PREPARATORY ACADEMY ,3155 MARICOPA AVE,LAKE HAVASU CITY,MOHAVE,86406,NO,,CHARTER,<20,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,6.3%,0.0%,6.3%
HAVASUPAI ELEMENTARY SCHOOL,880 CASHMERE DR,LAKE HAVASU CITY,MOHAVE,86404,YES,LPN,PUBLIC,36,91.7%,8.3%,100.0%,91.7%,8.3%,100.0%,91.7%,8.3%,100.0%,91.7%,8.3%,100.0%,91.7%,8.3%,100.0%,8.3%,0.0%,8.3%
HAVEN MONTESSORI CHARTER SCHOOL,621 W CLAY AVE,FLAGSTAFF,COCONINO,86001,NO,,CHARTER,<20,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,6.3%,0.0%,6.3%
HEARN ACADEMY ,17606 N 7TH AVE,PHOENIX,MARICOPA,85023,YES,RN,CHARTER,69,85.5%,13.0%,100.0%,84.1%,13.0%,100.0%,85.5%,13.0%,100.0%,84.1%,13.0%,100.0%,87.0%,13.0%,100.0%,13.0%,0.0%,13.0%
HEARTLAND RANCH ELEMENTARY SCHOOL,1667 W CAROLINE ST,COOLIDGE,PINAL,85128,NO,,PUBLIC,77,94.8%,5.2%,100.0%,94.8%,5.2%,100.0%,94.8%,5.2%,100.0%,94.8%,5.2%,100.0%,94.8%,5.2%,100.0%,5.2%,0.0%,5.2%
HEARTWOOD MONTESSORI,207 NORTH MESA DRIVE,MESA,MARICOPA,85210,NO,,PRIVATE,<20,89.5%,10.5%,100,89.5%,10.5%,100.0%,89.5%,10.5%,100.0%,89.5%,10.5%,100.0%,89.5%,10.5%,100.0%,10.5%,0.0%,10.5%
HEATHERBRAE ELEMENTARY SCHOOL,7070 W HEATHERBRAE DR,PHOENIX,MARICOPA,85033,YES,RN,PUBLIC,77,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,96.1%,3.9%,100.0%,96.1%,2.6%,98.7%,96.1%,3.9%,100.0%,3.9%,0.0%,3.9%
HELEN KEELING ELEMENTARY SCHOOL,2837 N LOS ALTOS AVE,TUCSON,PIMA,85705,NO,,PUBLIC,40,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
